VAG;1K0711067A                                        ;118.32;2;1;1K0711067A
VAG;1J0711067Q                                        ;26.62;2;1;1J0711067Q
VAG;012141751C                                        ;46.13;1;1;012141751C
NOVA;115002281_NVA                                     ;12.76;5;1;115002281
VIKA;44120070401;16.82;10;1;6U0412099
VAG;1J0412311A                                        ;174.36;2;1;1J0412311A
VAG;6U0411045                                         ;37.84;4;1;6U0411045
VIKA;44110544201;19.14;2;1;6U0411045
VAG;1J0711067L                                        ;66.42;2;1;1J0711067L
ORIG;114508060;9.32;5;1;114508060
FEBEST;721I033                                           ;15.32;1;1;721I033
SWAG;30 92 7038                                        ;87.35;6;1;2K0511413D
ATP UKRAINE;2K0511413D                                        ;116.88;4;1;2K0511413D
VIKA;44110014601;16.82;2;1;6Q0411314Q
VAG;6Q0411314P                                        ;130.05;4;1;6Q0411314P
VAG;6Q0411314Q                                        ;135.44;8;1;6Q0411314Q
SWAG;30 92 7640                                        ;68.1;6;1;6Q0411314 Q
SWAG;30 92 7642                                        ;61.27;2;1;6Q0411314R
VAG;6Q0411314R                                        ;135.44;7;1;6Q0411314R
VAG;6Q0411314F                                        ;133.84;7;1;6Q0411314F
ORIG;8Z0411314B                                        ;108.0;1;1;8Z0411314B
RUBENA;6U0411314B                                        ;45.99;5;1;6U0411314B
VIKA;44110013101;18.56;5;1;6U0411314B
SWAG;30 61 0013                                        ;17.4;2;1;30 61 0013
